TITLE,ARTIST,KEY,DURATION,TEMPO,COUNTIN,BACKING,NORD,ROLAND,VE,PERFORMANCE KEY,TIME SIGNATURE,SONG ID,SONG LABEL,ENERGY LEVEL,VOCAL INTENSITY,GENRE PRIMARY,GENRE SECONDARY,SING ALONG
Put A Little Love On Me,Niall Horan,G,,,,,,,,,,MNO:N:NiallHoran:PutALittleLoveOnMe,,4,FULL,Pop,,FALSE
This Town,Niall Horan,G,,,,,,,,,,MNO:N:NiallHoran:ThisTown,,3,FULL,Pop,Ballad,FALSE
Cruel To Be Kind,Nick Lowe,C,3:10,125,8,RC,P11,,P26,,,MNO:N:NickLowe:CruelToBeKind,Cruel BeKind,6,FULL,Pop Rock,,FALSE
Dancin' Shoes,Nigel Olsson,Bm,,101,,,,,,,,MNO:N:NigelOlsson:DancinShoes,,6,FULL,Pop,,FALSE
Don't Speak,No Doubt(Gwen Stephani),Cm,3:45,76,4,,N45,,,,,MNO:N:NoDoubt:DontSpeak,,5,FULL,Pop Rock,,TRUE
Don't Know Why,Norah Jones,Bb,3:06,88,4,RC,??,,,,,MNO:N:NorahJones:DontKnowWhy,Dont  Know,2,FULL,Jazz,Soft Pop,FALSE
Use Ta Be My Girl,O'Jays,F,,,,,,,,,,MNO:O:O_Jays:UseTaBeMyGirl,,6,FULL,Soul,Motown,FALSE
Firewater,Old Crow Medicine Show,G],3:00,,,,,,,,,MNO:O:OldCrowMedicineShow:Firewater,,6,FULL,Country,Folk,FALSE
All I Want,Olivia Rodrigo,G,,,,,,,,,,MNO:O:OliviaRodrigo:AllIWant,,5,FULL,Pop,,FALSE
Carry On,Pat Green,D,,,,,,,,,,PQR:P:PatGreen:CarryOn,,5,FULL,Country,,FALSE
Crazy,Pat Green,G,,,,,,,,,,PQR:P:PatGreen:Crazy,,4,FULL,Country,,FALSE
Whiskey,Pat Green,D,4:00,167,8,,N35,,,,,PQR:P:PatGreen:Whiskey,,5,FULL,Country,,FALSE
I Don't Like To Sleep Alone,Paul Anka,Bb,3:00,75,,,,,,,,PQR:P:PaulAnka:IDontLikeToSleepAlone,,3,FULL,Pop,Ballad,FALSE
Silly Love Songs,Paul McCartney,C,,,,,,,,,,PQR:P:PaulMcCartney:SillyLoveSongs,,6,FULL,Pop,,FALSE
Wonderful Christmastime,Paul McCartney,G,,,,,,,,,,VWX:X:Xmas:WonderfulChristmastime,,6,FULL,Christmas,,FALSE
Kodachrome,Paul Simon,D,,136,,,,,,,,PQR:P:PaulSimon:Kodachrome,,6,FULL,Pop Rock,,FALSE
You Have The Right To Remain Silent,Perfect Stranger,G,,,,,,,,,,PQR:P:PerfectStranger:YouHaveTheRightToRemainSilent,,5,FULL,Country,,FALSE
West End Girls,Pet Shop Boys,Dm,,,,,,,,,,PQR:P:PetShopBoys:WestEndGirls,,7,FULL,Synth Pop,New Wave,TRUE
Let My Love Open The Door,Pete Townsend,A,2:30,165,8,RC,M51,,U35,A,,PQR:P:PeteTownsend:LetMyLoveOpenTheDoor,Let MyLove,6,FULL,Rock,,FALSE
Baby I Love Your Way,Peter Frampton,G,3:40,78,,,,,,,,PQR:P:PeterFrampton:BabyILoveYourWay,,3,FULL,Soft Rock,Ballad,FALSE
I'm In You,Peter Frampton,C,4:00,99,,,,,,C,,PQR:P:PeterFrampton:ImInYou,,4,FULL,Soft Rock,,FALSE
Show Me The Way,Peter Frampton,D,3:45,137,8,RC,,,,,,PQR:P:PeterFrampton:ShowMeTheWay,Show  MeWay,6,FULL,Rock,,FALSE
Do You Remember ?,Phil Collins,F,,,,,,,,,,PQR:P:PhilCollins:DoYouRemember,,3,FULL,Pop,Ballad,FALSE
I Had Some Help,Post Malone ( w/ Morgan Wallen),C,,,,,,,,,,PQR:P:PostMalone:IHadSomeHelp,,6,FULL,Country,Pop,FALSE
Purple Rain,Prince,A,3:50,60,,,,,,,,PQR:P:Prince:PurpleRain,PurpleRain,5,FULL,Rock,,TRUE
Love My Way,Psychedelic Furs,C,3:33,129,,,,,,,,PQR:P:PsychedelicFurs:LoveMyWay,,6,FULL,New Wave,,FALSE
The Ghost In You,Psychedelic Furs,Bb,3:40,123,8,RC,O55,,,,,PQR:P:PsychedelicFurs:TheGhostInYou,,5,FULL,New Wave,,FALSE
Let Me Love You Tonight,Pure Prairie League,Bb,,,,,,,,,,PQR:P:PurePrairieLeague:LetMeLoveYouTonight,,4,FULL,Country Rock,,FALSE
Creep,Radiohead,G,,,,,,,,,,PQR:R:Radiohead:Creep,,5,FULL,Alternative,,TRUE
Blitzkreig Bop,Ramones,A,2:12,180,,,,,,,,PQR:R:Ramones:BlitzkreigBop,,8,FULL,Punk,,TRUE
I Wanna Be Sedated,Ramones,E,,180,,,,,,,,PQR:R:Ramones:IWannaBeSedated,,8,FULL,Punk,,TRUE
Look Heart No Hands,Randy Travis,C,,,,,,,,,,PQR:R:RandyTravis:LookHeartsNoHands,,5,FULL,Country,,FALSE
This Is Me,Randy Travis,Eb,3:00,100,,,,,,,,PQR:R:RandyTravis:ThisIsMe,,4,FULL,Country,,FALSE
Where That Came From,Randy Travis,C,3:11,,,,,,,,,PQR:R:RandyTravis:WhereThatCameFrom,,4,FULL,Country,,FALSE
Go All The Way,Raspberries,A,2:50,120,8,RC,,,,,,PQR:R:Raspberries:GoAllTheWay,Go AllWay,7,FULL,Power Pop,,FALSE
Everything Is Beautiful,Ray Stevens,C,2:45,120,,,,,,,,PQR:R:RayStevens:EverythingIsBeautiful,,4,FULL,Pop,,FALSE
Poster Child,Red Hot Chilli Peppers,G,4:45,82,,,,,,,,PQR:R:RedHotChilliPeppers:PosterChild,,7,FULL,Rock,Funk,FALSE
Come And Get Your Love,Redbone,Bm,3:30,106,4,RC,??,,,,,PQR:R:Redbone:ComeAndGetYourLove,Come  Get,7,FULL,Rock,Funk,TRUE
Roll With The Changes,REO Speedwagon,C,,,,,,,,,,PQR:R:ReoSpeedwagon:RollWithTheChanges,,7,FULL,Rock,,TRUE
Take It On The Run,REO Speedwagon,G,,,,,,,,,,PQR:R:ReoSpeedwagon:TakeItOnTheRun,,6,FULL,Rock,,FALSE
Time For Me To Fly,REO Speedwagon,D,5:20,84,,,,,,,,PQR:R:ReoSpeedwagon:TimeforMeToFly,,5,FULL,Rock,,FALSE
Time For Me To Fly,REO Speedwagon,C,5:20,84,,,,,,,,PQR:R:ReoSpeedwagon:TimeforMeToFly-c,,5,FULL,Rock,,FALSE
When She Cries,Restless Heart,A,,113,,,,,,,,PQR:R:RestlessHeart:WhenSheCries,,3,FULL,Country,Ballad,FALSE
You Take My Breath Away,Rex Smith,Bb,,96,,,,,,,,PQR:R:RexSmith:YouTakeMyBreathAway,,2,FULL,Pop,Ballad,FALSE
Steal Away,Robbie Dupree,F,3:00,120,8,,,,,,F,PQR:R:RobbieDupree:StealAway,,5,FULL,Soft Rock,,FALSE
Steal Away,Robbie Dupree,A,3:00,120,8,,,,,,F,PQR:R:RobbieDupree:StealAway-a,,5,FULL,Soft Rock,,FALSE
Bad Case Of Lovin' You,Robert Palmer,E,2:50,146,8,RC,,,,,,PQR:R:RobertPalmer:BadCaseOfLovinYou,BadCaseLove,8,FULL,Rock,,FALSE
Every Kinda People,Robert Palmer,F,,,,,,,,,,PQR:R:RobertPalmer:EveryKindaPeople,,6,FULL,Reggae,Pop Rock,FALSE
Can't Let Go,Robert Plant & Alison Krauss,E,2:50,176,4,RC,O15,,,,,PQR:R:RobertPlant:CantLetGo,Cant  LetGo,4,FULL,Rock,Folk,FALSE
Killing Me Softly With His Song,Roberta Flack,A,,122,,,,,,,,PQR:R:RobertaFlack:KillingMeSoftly,,2,FULL,Soul,Ballad,TRUE
Tired Of Toein' The Line,Rocky Burnette,E,3:30,120,8,RC,O14,,,,,PQR:R:RockyBurnette:TiredOfToeinTheLine-e,Toein  Line,7,FULL,Rockabilly,,FALSE
Tired Of Toein' The Line,Rocky Burnette,G,3:30,120,8,RC,O14,,,,,PQR:R:RockyBurnette:TiredOfToeinTheLine,Toein  Line,7,FULL,Rockabilly,,FALSE
Miss You,Rolling Stones,Am,,,,,,,,,,PQR:R:RollingStones:MissYou,,7,FULL,Rock,Disco,FALSE
Under My Thumb,Rolling Stones,A,3:40,127,8 (with pickup)),RC,P51,,,,,PQR:R:RollingStones:UnderMyThumb,UndrMyThumb,6,FULL,Rock,,FALSE
Waiting On A Friend,Rolling Stones,C,4:20,114,,RC,P55,,,,,PQR:R:RollingStones:WaitingOnAFriend,,4,FULL,Rock,,FALSE
What I Like About You,Romantics,A,2:20,166,8,RC,P44,,,,,PQR:R:Romantics:WhatILikeAboutYou,What ILike,8,FULL,Rock,,TRUE
There's No Getting Over Me,Ronnie Milsap,E,3:30,100,4,RC,P55,,,E,,PQR:R:RonnieMilsap:TheresNoGettingOverMe,,6,FULL,Country,,FALSE
There's No Getting Over Me,Ronnie Milsap,C,3:30,100,4,RC,P55,,,E,,PQR:R:RonnieMilsap:TheresNoGettingOverMe-c,,6,FULL,Country,,FALSE
Apt,Rose & Bruno Mars,Eb,2:40,149,4,RC,P51,,,,,ABC:B:BrunoMars:Apt,Apt,8,FULL,Pop,,TRUE
Smooth Operator,Sade,Am,3:30,120,0,,53,,,,,STU:S:Sade:SmoothOperator,,4,FULL,Soul,R&B,FALSE
Chevy Van,Sammy Johns,A,,,,,,,,,,STU:S:SammyJohns:ChevyVan,,5,FULL,Soft Rock,,FALSE
Black Magic Woman,Santana,Dm,,,,,,,,,,STU:S:Santana:BlackMagicWoman,,6,FULL,Latin Rock,Blues Rock,FALSE
Corazon Espinado,Santana,Bm,3:30,120,0,,P00,,,,4/4,STU:S:Santana:CorazonEspinado,,7,FULL,Latin Rock,,FALSE
Evil Ways,Santana,Gm,3:30,78,,,P25,,,,,STU:S:Santana:EvilWays,,6,FULL,Latin Rock,,FALSE
Smooth,Santana,Am,4:00,116,0,,P25,,,,,STU:S:Santana:Smooth,,7,FULL,Latin Rock,,TRUE
Sleep Walk,Santo and Johnny,C,,,,,,,,,,STU:S:SantoAndJohnny:SleepWalk,,2,NONE,Instrumental,,FALSE
Diminished Idea,Scott Davidson,Bb,3:00,86,,,,,,,,STU:S:ScottDavidson:DiminishedIdea,,,,,,
Dream Drift,Scott Davidson,F,3:00,86,,,,,,,,STU:S:ScottDavidson:DreamDrift,,,,,,
Hesitate (partial),Scott Davidson,Bb,3:00,86,,,,,,,,STU:S:ScottDavidson:Hesitate,,,,,,
Progress (for now),Scott Davidson,D,2:00,,,,,,,,,STU:S:ScottDavidson:Progress,,,,,,
Sunrise in Cork,Scott Davidson,G,2:00,,,,,,,,,STU:S:ScottDavidson:SunriseInCork,,,,,,
When Will We Sing Together Again,Scott Davidson,F,2:30,102,,,,,,,,STU:S:ScottDavidson:WhenWillWeSingTogetherAgain,,,,,,
Kiss From A Rose,Seal,G,4:30,131,,,,,,,6/8,STU:S:Seal:KissFromARose,,4,FULL,Pop,Ballad,TRUE
We May Never Pass This Way Again,Seals & Crofts,E,3:50,45,4,RC,M14,,,,,STU:S:SealsCrofts:WeMayNeverPassThisWayAgain,WeMay Never,4,FULL,Soft Rock,,FALSE
Diamond Girl,Seals and Crofts,Am,3:45,127,8,RC,O42,,P26,,,STU:S:SealsCrofts:DiamondGirl,DiamndGirl,4,FULL,Soft Rock,,FALSE
Summer Breeze,Seals and Crofts,E,3:25,76,4,,41,P55,P25,,,STU:S:SealsCrofts:SummerBreeze,,4,FULL,Soft Rock,,FALSE
Venus,Shocking Blue,A,,,,,,,,,,STU:S:ShockingBlue:Venus,,7,FULL,Rock,,TRUE
Leave the Door Open,Silk Sonic,F,,,,,,,,,,STU:S:SilkSonic:LeaveTheDoorOpen,,4,FULL,Soul,R&B,FALSE
Kiss Me,Sixpence None The Richer,C,2:50,100,4,RC,O12,,,Eb,,STU:S:SixpenceNoneTheRicher:KissMe,Kiss  Me,5,FULL,Pop,,TRUE
There She Goes,Sixpence None The Richer,G,2:42,123,4,RC,P24,,,Bb,,STU:S:SixpenceNoneTheRicher:ThereSheGoes,There  She,6,FULL,Pop Rock,,FALSE
Tainted Love,Soft Cell,Gm,2:30,144,,,,,,,,STU:S:SoftCell:TaintedLove,,7,FULL,Synth Pop,New Wave,TRUE
I'll Be Around,Spinners,E,,120,,,,,,,,STU:S:Spinners:IllBeAround,,3,FULL,Soul,,FALSE
Black Coffee In Bed,Squeeze,D,3:12,110,,,,,,,,STU:S:Squeeze:BlackCoffeeInBed,,5,FULL,Pop Rock,,FALSE
Sweet City Woman,Stampeders,G,,,,,,,,,,STU:S:Stampeders:SweetCityWoman,,6,FULL,Pop Rock,,FALSE
Moonlight Feels Right,Starbuck,C,,,,,,,,,,STU:S:Starbuck:MoonlightFeelsRight,,6,FULL,Soft Rock,,FALSE
Steppin' Out,Steel Pulse,F#m,4:30,148,,,,,,,,STU:S:SteelPulse:SteppinOut,,6,FULL,Reggae,,FALSE
Good Corn Liquor,Steeldrivers,E,,,,,,,,,,STU:S:Steeldrivers:GoodCornLiquor,,6,FULL,Bluegrass,Country,FALSE
Born To Be Wild,"Steppenwolf, Adam Lambert",E,,,,,,,,,,STU:S:Steppenwolf:BornToBeWild,,8,FULL,Rock,,TRUE
Take The Money And Run,Steve Miller Band,G,2:52,,,,,,,,,STU:S:SteveMillerBand:TakeTheMoneyAndRun,,7,FULL,Rock,,TRUE
Take The Money And Run (BASS),Steve Miller Band,G,2:52,,,,,,,,,STU:S:SteveMillerBand:TakeTheMoneyAndRun-Bass,,7,NONE,Rock,,FALSE
House is a Rockin',Stevie Ray Vaughan,B,2:05,172,8,RC,,,,,,STU:S:StevieRayVaughan:HouseIsARockin,HouseRockn,8,FULL,Blues Rock,,FALSE
House is a Rockin',Stevie Ray Vaughan,C,2:05,172,8,RC,,,,,,STU:S:StevieRayVaughan:HouseIsARockin-c,HouseRockn,8,FULL,Blues Rock,,FALSE
Don't You Worry 'Bout A Thing,Stevie Wonder,Ebm,,,,,,,,,,STU:S:StevieWonder:DontYouWorryBoutAThing,,7,FULL,Funk,Soul,FALSE
Lately,Stevie Wonder,C,3:30,,,,,,,,,STU:S:StevieWonder:Lately,,2,FULL,Soul,Ballad,FALSE
White Sands,Still Corners,Dm,,,,,,,,,,STU:S:StillCorners:WhiteSands,,4,FULL,Dream Pop,,FALSE
Stray Cat Strut,Stray Cats,Cm,3:00,132,,,,,,,,STU:S:StrayCats:StrayCatStrut,,6,FULL,Rockabilly,,FALSE
Is This Love,Survivor,F,,,,,,,,,,STU:S:Survivor:IsThisLove,,5,FULL,Rock,Ballad,FALSE
Little by Little,Susan Tedeschi,E,,,,,,,,,,STU:S:SusanTedeschi:LittleByLittle,,6,FULL,Blues Rock,,FALSE
If You Can't Give Me Love,Suzi Quatro,,,,,,,,,,,STU:S:SuziQuatro:IfYouCantGiveMeLove,,6,FULL,Rock,,FALSE
Stumblin' In,Suzy Quatro,G,,,,,,,,,,STU:S:SuziQuatro:StumblinIn,,5,FULL,Pop Rock,,FALSE
Nobody,Sylvia,C,3:10,,8,RC,P00,,,,,STU:S:Sylvia:Nobody,Nobody,4,FULL,Country,,FALSE
Get It On,T.Rex,E,4:00,125,,,,,,,,STU:T:T.Rex:GetItOn,,7,FULL,Glam Rock,,TRUE
Our Song,Taylor Swift,D,2:40,89,4,RC,,,,,,STU:T:TaylorSwift:OurSong,Our   Song,5,FULL,Country,Pop,FALSE
Style,Taylor Swift,G,,,,,,,,,,STU:T:TaylorSwift:Style,,7,FULL,Pop,,FALSE
You Belong With Me,Taylor Swift,G,,,,,,,,,,STU:T:TaylorSwift:YouBelongWithMe,,6,FULL,Country,Pop,TRUE
Mad World,Tears for Fears,Em,3:00,102,,BB,P54,,,,,STU:T:TearsForFears:MadWorld,,3,FULL,New Wave,Ballad,FALSE
Seasons in the Sun,Terry Jacks,F,3:30,100,,,,,,,,STU:T:TerryJacks:SeasonsInTheSun,,3,FULL,Pop,Ballad,FALSE
One Way Out,The Allman Brothers Band,A,,110,,,,,,,,ABC:A:AllmanBrothers:OneWayOut,,8,FULL,Southern Rock,Blues Rock,FALSE
Evangeline,The Band,A,2:50,140,,,,,,,,ABC:B:Band:Evangeline,,5,FULL,Roots Rock,Country Rock,FALSE
Eternal Flame,The Bangles,G,3:50,80,,,,,,,,ABC:B:Bangles:EternalFlame,,3,FULL,Pop,,FALSE
Be True to Your School,The Beach Boys,G,2:00,144,,,,,,,,ABC:B:BeachBoys:BeTrueToYourSchool,,7,FULL,Pop,Surf Rock,FALSE
Little Saint Nick,The Beach Boys,G,1:45,131,,,,,,,,VWX:X:Xmas:LittleSaintNick,,6,FULL,Christmas,,FALSE
Here Comes The Sun,The Beatles,A,,,,,,,,,,ABC:B:Beatles:HereComesTheSun-c,,5,FULL,Pop Rock,,TRUE
Here Comes The Sun,The Beatles,A,,,,,,,,,,ABC:B:Beatles:HereComesTheSun,,5,FULL,Pop Rock,,TRUE
Here Comes The Sun,The Beatles,C,,,,,,,,,,ABC:B:Beatles:HereComesTheSun-c-jeff,,5,FULL,Pop Rock,,TRUE
Please Mr. Postman,The Beatles,A,2:00,122,,,,,,,,ABC:B:Beatles:PleaseMrPostman,,7,FULL,Pop,Motown,FALSE
Real Love,The Beatles,C,,,,,,,,,,ABC:B:Beatles:RealLove,,4,FULL,Pop,,FALSE
You Wont See Me,The Beatles,A,3:22,116,,,,,,,,ABC:B:Beatles:YouWontSeeMe,,5,FULL,Pop Rock,,FALSE
Remedy,The Black Crowes,Bb,4:45,80,,,,,,,,ABC:B:BlackCrowes:Remedy,,7,FULL,Blues Rock,,FALSE
Marie Marie,The Blasters,G,3:10,130,,,,,,,,ABC:B:Blasters:MarieMarie,,7,FULL,Rockabilly,,FALSE
In The Air,The California Honeydrops,E,,,,,,,,,,ABC:C:CaliforniaHoneydrops:InTheAir,,6,FULL,Soul,Funk,FALSE
Drive,The Cars,B,,,,,,,,,,ABC:C:Cars:Drive,,3,FULL,New Wave,,FALSE
Magic,The Cars,A,4:00,125,,RC,,,,,,ABC:C:Cars:Magic,,7,FULL,New Wave,Pop Rock,FALSE
My Best Friend's Girl,The Cars,F,3:45,130,,,,,,,,ABC:C:Cars:MyBestFriendsGirl,,7,FULL,New Wave,Pop Rock,FALSE
You Might Think,The Cars,D,3:04,140,,,,,,,,ABC:C:Cars:YouMightThink,,7,FULL,New Wave,,FALSE
Under The Milky Way,The Church,Am,5:00,66,8,RC,P45,C012,,,,STU:T:TheChurch:UnderTheMilkyWay,Under Milky,4,FULL,Alternative,,FALSE
Should I Stay (Or Should I Go) (BASS),The Clash,D,,,,,,,,,,STU:T:TheClash:ShouldIStay-bass,,7,NONE,Punk,Rock,FALSE
Friday I'm In Love,The Cure,D,3:15,136,5,RC,,,,,,ABC:C:Cure:FridayImInLove,FridayInLove,7,FULL,Alternative,New Wave,TRUE
Just Like Heaven,The Cure,A,3:10,153,,,,,,,,ABC:C:Cure:JustLikeHeaven,,7,FULL,Alternative,New Wave,FALSE
Just Like Heaven,The Cure / Lumineers,A,,,,,,,,,,JKL:L:Lumineers:JustLikeHeaven,,5,FULL,Folk Rock,Alternative,FALSE
The Air That I Breathe,The Hollies,C,,,,,,,,,,GHI:H:Hollies:TheAirThatIBreathe,,3,FULL,Pop,Ballad,FALSE
And We Danced,The Hooters,A,3:45,144,8,RC,P31,,,G,,GHI:H:Hooters:AndWeDanced,And WeDance,7,FULL,Rock,,FALSE
And We Danced,The Hooters,G,3:45,144,8,RC,P31,,,G,,GHI:H:Hooters:AndWeDanced-g,And WeDance,7,FULL,Rock,,FALSE
Don't You Want Me,The Human League,Am,,,,,,,,,,GHI:H:HumanLeague:DontYouWantMe,,7,FULL,Synth Pop,New Wave,TRUE
Honky Tonk Women,The Rolling Stones,G,2:50,121,4,,N51,,,,4/4,PQR:R:RollingStones:HonkyTonkWomen,,7,FULL,Rock,,TRUE
Be My Baby,The Ronettes,A,2:40,138,,,,,,,,PQR:R:Ronettes:BeMyBaby,,6,FULL,Pop,,FALSE
Blinding Lights,The Weeknd,Fm,3:20,171,,,,,,,,VWX:W:Weeknd:BlindingLights,,9,FULL,Synth Pop,,TRUE
Save Your Tears,The Weeknd,C,,,,,,,,,,VWX:W:Weeknd:SaveYourTears,,6,FULL,Synth Pop,,FALSE
That Thing You Do,The Wonders,E,2:30,134,8,RC,O52,,,,,VWX:W:Wonders:ThatThingYouDo,,7,FULL,Pop Rock,,TRUE
That Thing You Do,The Wonders,A,2:30,134,8,RC,O52,,,,,VWX:W:Wonders:ThatThingYouDo-a,,7,FULL,Pop Rock,,TRUE
Die A Happy Man,Thomas Rhett,D,3:30,83,,,,,,,,STU:T:ThomasRhett:DieAHappyMan,,3,FULL,Country,Ballad,FALSE
Half Of Me,Thomas Rhett,G,2:45,112,4,RC,N35,,,,4/4,STU:T:ThomasRhett:HalfOfMe,HalfOf Me,4,FULL,Country,,FALSE
Half Of Me (updated),Thomas Rhett,G,3:15,112,,,N35,,,,4/4,STU:T:ThomasRhett:HalfOfMe-2,,4,FULL,Country,,FALSE
Shambala,Three Dog Night,E,3:00,128,4,,O55,,,,,STU:T:ThreeDogNight:Shambala,,7,FULL,Rock,,TRUE
Better Than I Used To Be,Tim Mcgraw,F,3:00,140,,,,,,,,STU:T:TimMcgraw:BetterThanIUsedToBe,,4,FULL,Country,,FALSE
My Angel Baby,Toby Beau,G,3:00,,,,,,,,,STU:T:TobyBeau:MyAngelBaby,,3,FULL,Soft Rock,Ballad,FALSE
Where You Gonna Go,Toby Keith,Bm,,129,,,,,,,4/4,STU:T:TobyKeith:WhereYouGonnaGo,,5,FULL,Country,,FALSE
Your Smile,Toby Keith,G,,77,,,,,,,4/4,STU:T:TobyKeith:YourSmile,,3,FULL,Country,Ballad,FALSE
Your Smile,Toby Keith,A,,77,,,,,,,4/4,STU:T:TobyKeith:YourSmile-a,,3,FULL,Country,Ballad,FALSE
I Saw The Light,Todd Rundgren,C,3:00,120,4,RC,M14,,P25,,,STU:T:ToddRundgren:ISawTheLight,I Saw Light,6,FULL,Power Pop,,FALSE
Breakdown,Tom Petty,Am,3:00,114,4,,P11,,P29,Am,,STU:T:TomPetty:Breakdown,,6,FULL,Rock,,FALSE
Don't Do Me Like That,Tom Petty,G,2:20,116,,,,,,,,STU:T:TomPetty:DontDoMeLikeThat,,7,FULL,Rock,,FALSE
Free Fallin',Tom Petty,D,3:30,85,4,,,,,E,,STU:T:TomPetty:FreeFallin,,6,FULL,Rock,,TRUE
Into The Great Wide Open,Tom Petty,Em,3:20,82,,,,,,,,STU:T:TomPetty:IntoTheGreatWideOpen,,5,FULL,Rock,,FALSE
Learning to Fly,Tom Petty,C,3:40,116,8,,???,,,C,,STU:T:TomPetty:LearningToFly,,5,FULL,Rock,,FALSE
Runnin' Down A Dream,Tom Petty,E,3:45,170,8,,N51,,,E,,STU:T:TomPetty:RunningDownADream,,8,FULL,Rock,,TRUE
You Don't Know How It Feels,Tom Petty,E,3:45,74,,,P31,,,,,STU:T:TomPetty:YouDontKnowHowItFeels,,6,FULL,Rock,,FALSE
You Wreck Me,Tom Petty,D,3:05,164,8,RC,,,,,,STU:T:TomPetty:YouWreckMe,You   Wreck,8,FULL,Rock,,TRUE
Mary Jane's Last Dance,Tom Petty & The Heartbreakers,Am,3:20,85,4,RC,,,,,,STU:T:TomPetty:MaryJanesLastDance,MryJneDance,8,FULL,Rock,,TRUE
Here Comes My Girl,Tom Petty and the Heartbreakers,E,4:00,104,4,RC,,,,,,STU:T:TomPetty:HereComesMyGirl,Here  Girl,6,FULL,Rock,,FALSE
Jenny 867-5309,Tommie Tutone,F#m,3:55,138,8,RC,P55,,P13,,,STU:T:TommyTutone:Jenny-867-5309,Jenny 8675,8,FULL,Rock,,TRUE
Calling San Francisco,Tommy Castro and the Painkillers,C,,,,,,,,,,STU:T:TommyCastroNPainkillers:CallingSanFrac,,6,FULL,Blues Rock,,FALSE
Calling San Francisco,Tommy Castro and the Painkillers,G,,,,,,,,,,STU:T:TommyCastroNPainkillers:CallingSanFran,,6,FULL,Blues Rock,,FALSE
Nasty Habits,Tommy Castro and the Painkillers,C,,,,,,,,,,STU:T:TommyCastroNPainkillers:NastyHabits,,6,FULL,Blues Rock,,FALSE
You Wanted More,Tonic,E,,114,,,,,,,,STU:T:Tonic:YouWantedMore,,6,FULL,Alternative,,FALSE
Rudolph The Red-Nosed Reindeer,Traditional,C,2:10,94,,,,,,,,VWX:X:Xmas:RudolphTheRedNosedReindeer,,6,FULL,Christmas,,TRUE
Winter Wonderland,Traditional,Eb,2:10,94,,,,,,,,VWX:X:Xmas:WinterWonderland,,5,FULL,Christmas,,TRUE
Hey Soul Sister,Train,B,,,,,,,,,,STU:T:Train:HeySoulSister,,7,FULL,Pop Rock,,TRUE
Handle With Care,Traveling Wilburys,G,3:18,122,4,RC,M22,,P12,,,STU:T:TravelingWilburys:HandleWithCare,HandleWCare,5,FULL,Rock,,FALSE
T-R-O-U-B-L-E,Travis Tritt,F,2:45,178,4,RC,,,,,,STU:T:TravisTritt:TROUBLE,Trouble,7,FULL,Country,,FALSE
Stuck In A Moment / I Still Haven't Found,U2,E / C,,TBD,,,N51,,,N51,,STU:U:U2:StuckInAMoment-IStillHaventFound,,5,FULL,Rock,,FALSE
Jump,Van Halen,C,3:55,130,,,,,,,,VWX:V:VanHalen:Jump,,9,FULL,Rock,,TRUE
Brown Eyed Girl,Van Morrison,G,3:01,149,8,RC,P55,,,,,VWX:V:VanMorrison:BrownEyedGirl,Brown EyGirl,7,FULL,Rock,Pop,TRUE
Fall To Pieces,Velvet Revolver,C,3:30,72,,,,,,C,,VWX:V:VelvetRevolver:FallToPieces,FallToPieces,5,FULL,Rock,,FALSE
Island In The Sun,Weezer,Em,3:00,115,4,RC,P54,,,,,VWX:W:Weezer:IslandInTheSun,IslandInSun,6,FULL,Alternative,,TRUE
Last Christmas,Wham!,C,4:00,151,4,,,,,C,,VWX:X:Xmas:LastChristmas,,5,FULL,Christmas,Pop,TRUE
Crazy,Willie Nelson,Eb,2:30,,,,,,,,,VWX:W:WillieNelson:Crazy,,2,FULL,Country,Ballad,FALSE
Time of the Season,Zombies,Em,,117,,,,,,,,YZ:Z:Zombies:TimeOfTheSeason,,5,FULL,Rock,,FALSE
She's Not There / Venus,Zombies / Shocking Blue,A,4:00,,,,O21,,,,,STU:S:ShockingBlue:ShesNotThere-Venus,,6,FULL,Rock,,FALSE
